sentence	sentence_tagged	regulator	regulated	span_regulator_regulated	label
The experiments in Fig . 2a ÔÇô c suggest that the binding of Rob to the robboxes of the fumC , micF , and inaA promoters occludes the binding of 70 R4 to the 35 hexamer of these class II promoters , as is also the case during SoxS - dependent activation of the fumC and micF promoters .	The experiments in Fig . 2a ÔÇô c suggest that the binding of Rob to the robboxes of the fumC , micF , and inaA promoters occludes the binding of 70 R4 to the 35 hexamer of these class II promoters , as is also the case during @TF$ - dependent activation of the fumC and @Regulated$ promoters .	SoxS	micF	[[227, 231], [271, 275]]	activator
Activation of chbBCA expression by ChbR is essential to relieve ChiX repression of chiP .	Activation of chbBCA expression by ChbR is essential to relieve @TF$ repression of @Regulated$ .	ChiX	chiP	[[64, 68], [83, 87]]	repressor
So there is no strong repression of chbB – lacZ by plasmid - encoded NagC .	So there is no strong repression of @Regulated$ – lacZ by plasmid - encoded @TF$ .	NagC	chbB	[[69, 73], [36, 40]]	repressor
These results indicated that ArgP is responsible for the transcriptional activation of lysP in the absence of lysine .	These results indicated that @TF$ is responsible for the transcriptional activation of @Regulated$ in the absence of lysine .	ArgP	lysP	[[29, 33], [87, 91]]	activator
The wild - type ( W + ) and mutant strains indicated were analysed as in the legend to Fig . 2A . ┬® 2007 The Authors Journal compilation ┬® 2007 Blackwell Publishing Ltd , Molecular Microbiology , 63 , 1223 ÔÇô 1236Regulation of fimB by Neu 5Ac and GlcNAc 1229 lower level of fimB expression , as would be expected if it prevents activation by both NagC and NanR .	The wild - type ( W + ) and mutant strains indicated were analysed as in the legend to Fig . 2A . ┬® 2007 The Authors Journal compilation ┬® 2007 Blackwell Publishing Ltd , Molecular Microbiology , 63 , 1223 ÔÇô 1236 Regulation of @Regulated$ by Neu 5Ac and GlcNAc 1229 lower level of fimB expression , as would be expected if it prevents activation by both NagC and @TF$ .	NanR	fimB	[[364, 365], [235, 237]]	activator
This demonstrated that either NarL or NarP is required to activate transcription from the hcp promoter .	This demonstrated that either NarL or @TF$ is required to activate transcription from the @Regulated$ promoter .	NarP	hcp	[[38, 42], [90, 93]]	activator
To evaluate the role of the two MarR binding sites in the repression of marRAB operon transcription ( Fig . 1A ; Cohen et al . , 1993a ; Martin and Rosner , 1995 ) , fusions of the marRAB regulatory region to lacZ were constructed and integrated in the chromosome as single - copy ?RS45 lysogens ( Simons et al . , 1987 ) .	To evaluate the role of the two @TF$ binding sites in the repression of marRAB operon transcription ( Fig . 1A ; Cohen et al . , 1993a ; Martin and Rosner , 1995 ) , fusions of the @Regulated$ regulatory region to lacZ were constructed and integrated in the chromosome as single - copy ?RS45 lysogens ( Simons et al . , 1987 ) .	MarR	marRAB	[[32, 36], [181, 187]]	no_relation
We believe that the low - affinity CAP site located between - 130 and - 140 probably does not constitute the site for CAP - stimulation of - the araC promoter , not only because its position ( in relation to the polymerase binding site and transcriptional start point ) is at variance with other CAP sites ( 16 , 17 ) , but also be - A A FIG . 5 .	We believe that the low - affinity CAP site located between - 130 and - 140 probably does not constitute the site for @TF$ - stimulation of - the @Regulated$ promoter , not only because its position ( in relation to the polymerase binding site and transcriptional start point ) is at variance with other CAP sites ( 16 , 17 ) , but also be - A A FIG . 5 .	CAP	araC	[[118, 121], [145, 149]]	activator
The mutation in nagO1 behaved as expected : expression was higher in glycerol , giving a © 2008 The Authors Journal compilation © 2008 Blackwell Publishing Ltd , Molecular Microbiology , 71 , 146 – 157NagC , GalR and GalS repression at galP 151 value comparable to the nagC mutation and expression was strongly increased by growth on galactose .	The mutation in nagO1 behaved as expected : expression was higher in glycerol , giving a © 2008 The Authors Journal compilation © 2008 Blackwell Publishing Ltd , Molecular Microbiology , 71 , 146 – 157NagC , @TF$ and GalS repression at @Regulated$ 151 value comparable to the nagC mutation and expression was strongly increased by growth on galactose .	GalR	galP	[[208, 212], [236, 240]]	repressor
Three potential Lrp binding sites can be found in the argO control region ( Pot - box 1 , 2 and 3 ; Fig . 1 ) .	Three potential @TF$ binding sites can be found in the @Regulated$ control region ( Pot - box 1 , 2 and 3 ; Fig . 1 ) .	Lrp	argO	[[16, 19], [54, 58]]	regulator
Our results show that the fucPIK promoter , a complex promoter which ordinarily depends on both CRP and the fucose - specific regulator FucR for its activation , can be activated in the absence of FucR by a mutant CRP that uses three , rather than two , activating regions to contact RNA polymerase .	Our results show that the @Regulated$ promoter , a complex promoter which ordinarily depends on both @TF$ and the fucose - specific regulator FucR for its activation , can be activated in the absence of FucR by a mutant CRP that uses three , rather than two , activating regions to contact RNA polymerase .	CRP	fucPIK	[[96, 99], [26, 32]]	activator
The phospho - DcuR protein is known to activate the transcription of three operons : the dcuB - fumB operon encoding the DcuB carrier and fumarase B , the frd - ABCD operon encoding fumarate reductase ( Fig . 1C ) , and the dctA gene encoding the aerobic C 4 - dicarboxylate transporter ( 2 , 17 , 18 , 67 ) .	The phospho - @TF$ protein is known to activate the transcription of three operons : the dcuB - @Regulated$ operon encoding the DcuB carrier and fumarase B , the frd - ABCD operon encoding fumarate reductase ( Fig . 1C ) , and the dctA gene encoding the aerobic C 4 - dicarboxylate transporter ( 2 , 17 , 18 , 67 ) .	DcuR	fumB	[[14, 18], [96, 100]]	activator
Upstream sequence elements required for NarL - mediated activation of transcription from the narGHJI promoter of Escherichia coli .	Upstream sequence elements required for @TF$ - mediated activation of transcription from the @Regulated$ promoter of Escherichia coli .	NarL	narGHJI	[[40, 44], [93, 100]]	activator
Our previous experiments have shown that when both dnaA promoters 1P and 2P were repressed by DnaA protein , IciA protein specifically activated transcription from dnaA promoter 1P , while dnaA promoter 2P was still repressed ( 25 ) .	Our previous experiments have shown that when both dnaA promoters 1P and 2P were repressed by @TF$ protein , IciA protein specifically activated transcription from dnaA promoter 1P , while @Regulated$ promoter 2P was still repressed ( 25 ) .	DnaA	dnaA	[[94, 98], [189, 193]]	no_relation
RESULTS Oligomerization of DnaA Protein to the dnaA Promoter â€” Sequence - specific DNA binding of DnaA protein to the dnaA promoter region ( Fig . 1 ) was studied in detail using a combined gel - shift and chemical footprinting assay to determine the extent of DNA binding to the region flanking the consensus DNA - binding site , the DnaA box .	RESULTS Oligomerization of @TF$ Protein to the dnaA Promoter â€” Sequence - specific DNA binding of DnaA protein to the @Regulated$ promoter region ( Fig . 1 ) was studied in detail using a combined gel - shift and chemical footprinting assay to determine the extent of DNA binding to the region flanking the consensus DNA - binding site , the DnaA box .	DnaA	dnaA	[[27, 31], [120, 124]]	no_relation
A common phenotype associated with transcriptional activation of micF by Rob , SoxS and MarA is multiple antibiotic resistance .	A common phenotype associated with transcriptional activation of @Regulated$ by Rob , SoxS and @TF$ is multiple antibiotic resistance .	MarA	micF	[[88, 92], [65, 69]]	activator
In the first point , such a case has been reported in the galETK ( M ) operon concerning galactose utilization , which is regulated by GalR and GalS [ Weickert and Adhya , 1993a b ] , but its molecular mechanism is clearly different from that of the GntII gene regulation .	In the first point , such a case has been reported in the @Regulated$ ( M ) operon concerning galactose utilization , which is regulated by GalR and @TF$ [ Weickert and Adhya , 1993a b ] , but its molecular mechanism is clearly different from that of the GntII gene regulation .	GalS	galETK	[[144, 148], [58, 64]]	regulator
The results of this analysis confirm this assertion , and show additionally that NagC is also better able to We previously presented evidence suggesting that the D2 region , and hence NanR and NagC , could activate fimB expression by blocking the inhibitory effect of additional cis - acting element ( s ) positioned closer to nanC ( El - Labany et al . , 2003 ) .	The results of this analysis confirm this assertion , and show additionally that NagC is also better able to We previously presented evidence suggesting that the D2 region , and hence @TF$ and NagC , could activate @Regulated$ expression by blocking the inhibitory effect of additional cis - acting element ( s ) positioned closer to nanC ( El - Labany et al . , 2003 ) .	NanR	fimB	[[184, 188], [215, 219]]	activator
Expression of hdeA was repressed by induced expression of MarA ( see Ref . 5 , Supplemental Material ) .	Expression of @Regulated$ was repressed by induced expression of @TF$ ( see Ref . 5 , Supplemental Material ) .	MarA	hdeA	[[58, 62], [14, 18]]	repressor
These results suggest that both GntRbinding sequences , R1 and R2 , are responsible for the repression of gntKU expression , although the affinity of GntR or GntH for R1 seems to be different from that for R2 .	These results suggest that both GntRbinding sequences , R1 and R2 , are responsible for the repression of @Regulated$ expression , although the affinity of @TF$ or GntH for R1 seems to be different from that for R2 .	GntR	gntKU	[[150, 154], [106, 111]]	repressor
The impact of DcuR on citC expression might be due to a transcriptional activation of citAB by DcuR , as discussed below .	The impact of @TF$ on citC expression might be due to a transcriptional activation of @Regulated$ by DcuR , as discussed below .	DcuR	citAB	[[14, 18], [86, 91]]	no_relation
Role of CRP in activation of the melAB promoter The results from the in vitro studies reported above suggest that CRP interacts directly at the melAB promoter .	Role of @TF$ in activation of the melAB promoter The results from the in vitro studies reported above suggest that CRP interacts directly at the @Regulated$ promoter .	CRP	melAB	[[8, 11], [144, 149]]	no_relation
The finding of only one MetR binding site suggests that the binding of MetR to this region may be responsible for both the activation of expression of metE as well as the autoregulation of metR ( 20 , 36 ) .	The finding of only one @TF$ binding site suggests that the binding of MetR to this region may be responsible for both the activation of expression of @Regulated$ as well as the autoregulation of metR ( 20 , 36 ) .	MetR	metE	[[24, 28], [151, 155]]	no_relation
